Segment,Accuracy,Precision,Recall,F1,ROC_AUC
1,0.9574468085106383,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9959349593495935
2,0.9666666666666667,0.8,1.0,0.8888888888888888,0.9615384615384616
0,0.8333333333333334,0.0,0.0,0.0,1.0
